Crop_ID,Scientific_Name,Common_Name,Local_Name,Crop_Category,Indian_State,Agro_Climate_Zone,Optimal_Temperature_Min,Optimal_Temperature_Max,Optimal_Soil_Moisture_Min,Optimal_Soil_Moisture_Max,Temperature_C,Humidity_Percent,Soil_Moisture_Percent,Light_Intensity_Lux,Rainfall_mm,Weather_API_Temperature,Weather_API_Humidity,Weather_API_Rainfall,Stress_Level,Stress_Type
C0537,Camellia sinensis,Tea,Cha,Cash Crop,Assam,Indian Agro-climate Zone,18,30,70,90,28.73,31.07,70.1,845.08,130.76,28.68,32.72,128.3,1,Heat Stress
C0538,Coffea arabica,Coffee,Coffee,Cash Crop,Karnataka,Indian Agro-climate Zone,18,28,60,85,36.83,34.61,23.05,911.17,186.27,35.24,33.82,192.57,2,Drought Stress
C0539,Corchorus capsularis,Jute,Pat,Cash Crop,West Bengal,Indian Agro-climate Zone,24,35,60,85,24.08,48.93,52.53,289.9,183.86,22.74,45.41,183.9,1,Heat Stress
C0540,Hevea brasiliensis,Rubber,Rubber,Cash Crop,Kerala,Indian Agro-climate Zone,25,35,70,90,42.72,53.78,48.86,1073.42,100.98,41.17,51.18,95.62,2,Heat Stress
C0541,Withania somnifera,Ashwagandha,Ashwagandha,Medicinal Crop,Rajasthan,Indian Agro-climate Zone,20,35,30,60,23.67,37.12,54.12,643.64,91.08,22.6,35.4,93.17,0,Normal
C0542,Ocimum tenuiflorum,Tulsi,Tulsi,Medicinal Crop,Uttar Pradesh,Indian Agro-climate Zone,20,35,40,70,24.65,92.59,56.0,291.79,99.64,25.02,92.52,109.63,0,Normal
C0543,Aloe barbadensis,Aloe Vera,Gwarpatha,Medicinal Crop,Rajasthan,Indian Agro-climate Zone,20,35,30,60,37.27,71.25,24.45,1050.52,113.33,38.52,74.59,117.22,1,Moderate Drought
C0544,Glycine max,Soybean,Soybean,Food Crop,Madhya Pradesh,Indian Agro-climate Zone,20,30,50,80,41.67,65.42,19.98,609.94,244.1,43.63,65.34,238.6,2,Heat Stress
C0545,Arachis hypogaea,Groundnut,Moongfali,Food Crop,Gujarat,Indian Agro-climate Zone,25,35,40,70,30.81,34.5,20.49,383.37,235.94,30.43,35.34,245.68,1,Light Stress
C0546,Brassica juncea,Mustard,Sarson,Cash Crop,Rajasthan,Indian Agro-climate Zone,10,25,35,60,32.12,46.48,15.26,297.93,110.46,31.06,43.84,116.04,2,Water Stress
C0547,Cucumis sativus,Cucumber,Kheera,Horticulture Crop,Karnataka,Indian Agro-climate Zone,20,30,60,80,20.73,46.22,37.49,862.92,246.53,21.74,48.22,249.72,1,Moderate Drought
C0548,Capsicum annuum,Chilli,Mirch,Horticulture Crop,Andhra Pradesh,Indian Agro-climate Zone,20,32,50,75,28.3,46.11,27.92,649.87,66.04,29.27,50.65,75.44,1,Light Stress
C0549,Abelmoschus esculentus,Okra,Bhindi,Horticulture Crop,Gujarat,Indian Agro-climate Zone,22,35,50,75,38.64,66.91,45.1,524.05,103.5,39.71,62.83,94.51,1,Heat Stress
C0550,Oryza sativa,Rice,Dhan,Food Crop,West Bengal,Indian Agro-climate Zone,24,35,60,90,20.41,92.76,36.6,412.33,101.7,18.41,95.76,99.2,1,Moderate Drought
C0551,Triticum aestivum,Wheat,Gehu,Food Crop,Punjab,Indian Agro-climate Zone,15,30,40,70,36.41,40.22,10.92,771.15,65.84,37.71,36.57,74.03,2,Water Stress
C0552,Zea mays,Maize,Makka,Food Crop,Karnataka,Indian Agro-climate Zone,18,32,50,80,33.15,93.81,67.71,1099.04,249.74,34.92,93.62,257.67,1,Heat Stress
C0553,Pennisetum glaucum,Pearl Millet,Bajra,Food Crop,Rajasthan,Indian Agro-climate Zone,25,35,30,60,43.06,40.16,6.65,913.47,107.47,44.58,42.41,115.61,2,Water Stress
C0554,Cicer arietinum,Chickpea,Chana,Food Crop,Madhya Pradesh,Indian Agro-climate Zone,18,30,35,60,35.24,55.49,6.49,263.23,243.55,37.11,55.38,236.19,2,Heat Stress
C0555,Solanum lycopersicum,Tomato,Tamatar,Horticulture Crop,Maharashtra,Indian Agro-climate Zone,20,30,50,80,37.5,50.0,34.99,697.05,163.2,36.69,48.61,170.79,2,Water Stress
C0556,Solanum tuberosum,Potato,Aloo,Food Crop,West Bengal,Indian Agro-climate Zone,15,25,60,80,35.06,68.54,8.17,1089.63,4.33,36.2,71.76,-1.11,2,Drought Stress
C0557,Allium cepa,Onion,Pyaz,Horticulture Crop,Maharashtra,Indian Agro-climate Zone,13,25,45,70,15.21,36.15,69.26,994.95,216.29,16.83,33.11,215.8,0,Normal
C0558,Mangifera indica,Mango,Aam,Horticulture Crop,Uttar Pradesh,Indian Agro-climate Zone,24,35,40,70,46.57,53.7,6.77,538.81,198.34,47.43,56.88,197.83,2,Water Stress
C0559,Musa acuminata,Banana,Kela,Horticulture Crop,Kerala,Indian Agro-climate Zone,25,35,70,90,31.2,89.76,73.62,1172.35,109.24,30.04,91.43,111.62,0,Normal
C0560,Gossypium hirsutum,Cotton,Kapas,Cash Crop,Maharashtra,Indian Agro-climate Zone,21,35,40,70,45.06,91.51,8.93,754.81,9.0,46.12,87.37,10.13,2,Heat Stress
C0561,Saccharum officinarum,Sugarcane,Ganna,Cash Crop,Uttar Pradesh,Indian Agro-climate Zone,20,35,65,85,19.95,45.34,50.34,343.82,93.32,18.44,47.43,100.68,1,Heat Stress
C0562,Camellia sinensis,Tea,Cha,Cash Crop,Assam,Indian Agro-climate Zone,18,30,70,90,38.04,38.94,49.51,340.11,228.93,38.35,35.45,236.08,2,Water Stress
C0563,Coffea arabica,Coffee,Coffee,Cash Crop,Karnataka,Indian Agro-climate Zone,18,28,60,85,37.14,64.27,30.65,1029.59,121.42,37.86,59.83,113.28,2,Water Stress
C0564,Corchorus capsularis,Jute,Pat,Cash Crop,West Bengal,Indian Agro-climate Zone,24,35,60,85,26.47,71.17,80.11,382.47,241.28,25.41,70.22,243.4,0,Normal
C0565,Hevea brasiliensis,Rubber,Rubber,Cash Crop,Kerala,Indian Agro-climate Zone,25,35,70,90,34.38,53.79,86.91,792.25,103.25,36.1,52.88,103.09,0,Normal
C0566,Withania somnifera,Ashwagandha,Ashwagandha,Medicinal Crop,Rajasthan,Indian Agro-climate Zone,20,35,30,60,26.07,81.96,55.52,1055.43,14.83,26.26,77.23,16.99,1,Moderate Drought
C0567,Ocimum tenuiflorum,Tulsi,Tulsi,Medicinal Crop,Uttar Pradesh,Indian Agro-climate Zone,20,35,40,70,44.64,54.39,21.0,318.52,44.81,46.06,57.25,38.45,2,Drought Stress
C0568,Aloe barbadensis,Aloe Vera,Gwarpatha,Medicinal Crop,Rajasthan,Indian Agro-climate Zone,20,35,30,60,40.3,35.96,12.31,528.06,200.15,38.6,40.61,203.61,2,Heat Stress
C0569,Glycine max,Soybean,Soybean,Food Crop,Madhya Pradesh,Indian Agro-climate Zone,20,30,50,80,24.51,85.07,63.2,652.17,118.3,26.17,85.29,120.66,0,Normal
C0570,Arachis hypogaea,Groundnut,Moongfali,Food Crop,Gujarat,Indian Agro-climate Zone,25,35,40,70,39.13,73.6,16.95,450.98,105.11,37.24,78.39,109.3,1,Moderate Drought
C0571,Brassica juncea,Mustard,Sarson,Cash Crop,Rajasthan,Indian Agro-climate Zone,10,25,35,60,14.59,57.91,35.59,998.17,113.81,14.21,57.91,106.9,0,Normal
C0572,Cucumis sativus,Cucumber,Kheera,Horticulture Crop,Karnataka,Indian Agro-climate Zone,20,30,60,80,39.75,54.7,12.04,561.03,208.27,41.51,51.37,211.56,2,Heat Stress
C0573,Capsicum annuum,Chilli,Mirch,Horticulture Crop,Andhra Pradesh,Indian Agro-climate Zone,20,32,50,75,41.97,72.05,26.52,279.69,9.27,41.56,71.99,7.87,2,Heat Stress
C0574,Abelmoschus esculentus,Okra,Bhindi,Horticulture Crop,Gujarat,Indian Agro-climate Zone,22,35,50,75,44.25,46.61,20.61,1033.88,11.26,43.43,42.79,9.4,2,Drought Stress
C0575,Oryza sativa,Rice,Dhan,Food Crop,West Bengal,Indian Agro-climate Zone,24,35,60,90,34.01,87.7,64.79,211.84,236.97,32.35,87.33,244.55,0,Normal
C0576,Triticum aestivum,Wheat,Gehu,Food Crop,Punjab,Indian Agro-climate Zone,15,30,40,70,11.71,32.07,46.47,977.28,1.96,10.43,31.03,8.7,1,Light Stress
C0577,Zea mays,Maize,Makka,Food Crop,Karnataka,Indian Agro-climate Zone,18,32,50,80,38.04,71.23,33.86,512.69,225.4,39.11,73.76,220.29,2,Water Stress
C0578,Pennisetum glaucum,Pearl Millet,Bajra,Food Crop,Rajasthan,Indian Agro-climate Zone,25,35,30,60,24.77,73.89,49.01,955.99,105.52,23.3,76.89,103.41,1,Light Stress
C0579,Cicer arietinum,Chickpea,Chana,Food Crop,Madhya Pradesh,Indian Agro-climate Zone,18,30,35,60,37.09,87.12,13.61,346.2,185.72,38.25,84.0,184.06,2,Drought Stress
C0580,Solanum lycopersicum,Tomato,Tamatar,Horticulture Crop,Maharashtra,Indian Agro-climate Zone,20,30,50,80,27.05,55.72,74.64,1126.9,47.53,28.38,59.81,53.73,0,Normal
C0581,Solanum tuberosum,Potato,Aloo,Food Crop,West Bengal,Indian Agro-climate Zone,15,25,60,80,25.48,37.03,59.65,1104.13,121.93,25.23,36.03,121.78,1,Light Stress
C0582,Allium cepa,Onion,Pyaz,Horticulture Crop,Maharashtra,Indian Agro-climate Zone,13,25,45,70,26.18,58.83,33.04,944.36,142.76,26.85,57.08,148.58,1,Light Stress
C0583,Mangifera indica,Mango,Aam,Horticulture Crop,Uttar Pradesh,Indian Agro-climate Zone,24,35,40,70,41.6,50.99,6.21,548.48,205.2,42.74,53.38,198.25,2,Heat Stress
C0584,Musa acuminata,Banana,Kela,Horticulture Crop,Kerala,Indian Agro-climate Zone,25,35,70,90,23.74,63.34,73.13,507.52,205.04,22.22,62.77,212.6,1,Heat Stress
C0585,Gossypium hirsutum,Cotton,Kapas,Cash Crop,Maharashtra,Indian Agro-climate Zone,21,35,40,70,25.18,66.38,31.82,1197.2,73.48,23.81,69.16,76.31,1,Moderate Drought
C0586,Saccharum officinarum,Sugarcane,Ganna,Cash Crop,Uttar Pradesh,Indian Agro-climate Zone,20,35,65,85,20.08,90.22,62.03,1186.52,241.55,21.77,89.16,250.76,1,Moderate Drought
C0587,Camellia sinensis,Tea,Cha,Cash Crop,Assam,Indian Agro-climate Zone,18,30,70,90,41.34,84.55,5.83,998.18,92.35,39.7,87.07,94.79,2,Drought Stress
C0588,Coffea arabica,Coffee,Coffee,Cash Crop,Karnataka,Indian Agro-climate Zone,18,28,60,85,23.75,42.21,70.81,562.33,144.77,21.8,47.11,134.84,0,Normal
C0589,Corchorus capsularis,Jute,Pat,Cash Crop,West Bengal,Indian Agro-climate Zone,24,35,60,85,26.28,38.24,57.41,980.97,103.11,24.43,35.79,95.17,1,Heat Stress
C0590,Hevea brasiliensis,Rubber,Rubber,Cash Crop,Kerala,Indian Agro-climate Zone,25,35,70,90,25.91,49.14,88.95,920.83,167.03,27.28,45.55,176.03,0,Normal
C0591,Withania somnifera,Ashwagandha,Ashwagandha,Medicinal Crop,Rajasthan,Indian Agro-climate Zone,20,35,30,60,18.52,67.48,15.76,770.04,52.27,19.1,70.77,48.32,1,Light Stress
C0592,Ocimum tenuiflorum,Tulsi,Tulsi,Medicinal Crop,Uttar Pradesh,Indian Agro-climate Zone,20,35,40,70,29.16,86.8,62.09,524.2,160.72,29.43,86.6,155.25,0,Normal
C0593,Aloe barbadensis,Aloe Vera,Gwarpatha,Medicinal Crop,Rajasthan,Indian Agro-climate Zone,20,35,30,60,34.42,34.93,40.24,533.34,137.01,33.69,37.84,130.09,0,Normal
C0594,Glycine max,Soybean,Soybean,Food Crop,Madhya Pradesh,Indian Agro-climate Zone,20,30,50,80,22.73,67.79,71.86,1035.43,127.28,20.9,64.31,135.71,1,Heat Stress
C0595,Arachis hypogaea,Groundnut,Moongfali,Food Crop,Gujarat,Indian Agro-climate Zone,25,35,40,70,27.25,89.41,56.68,902.22,105.33,28.16,90.58,96.73,0,Normal
C0596,Brassica juncea,Mustard,Sarson,Cash Crop,Rajasthan,Indian Agro-climate Zone,10,25,35,60,15.07,52.33,21.21,969.64,132.9,15.73,53.39,128.84,1,Heat Stress
C0597,Cucumis sativus,Cucumber,Kheera,Horticulture Crop,Karnataka,Indian Agro-climate Zone,20,30,60,80,24.1,81.0,65.97,405.67,232.34,25.18,81.53,228.8,0,Normal
C0598,Capsicum annuum,Chilli,Mirch,Horticulture Crop,Andhra Pradesh,Indian Agro-climate Zone,20,32,50,75,40.39,55.49,15.42,242.21,187.75,42.28,55.23,189.21,2,Heat Stress
C0599,Abelmoschus esculentus,Okra,Bhindi,Horticulture Crop,Gujarat,Indian Agro-climate Zone,22,35,50,75,43.97,46.76,11.4,726.34,30.22,43.12,42.77,35.03,2,Heat Stress
C0600,Oryza sativa,Rice,Dhan,Food Crop,West Bengal,Indian Agro-climate Zone,24,35,60,90,22.85,30.85,35.57,652.27,94.58,24.2,30.57,95.77,1,Light Stress
C0601,Triticum aestivum,Wheat,Gehu,Food Crop,Punjab,Indian Agro-climate Zone,15,30,40,70,28.93,62.54,29.71,410.46,67.45,30.48,65.75,73.11,1,Heat Stress
C0602,Zea mays,Maize,Makka,Food Crop,Karnataka,Indian Agro-climate Zone,18,32,50,80,38.6,89.78,5.14,714.04,166.57,38.56,87.58,174.99,2,Heat Stress
C0603,Pennisetum glaucum,Pearl Millet,Bajra,Food Crop,Rajasthan,Indian Agro-climate Zone,25,35,30,60,40.78,73.76,8.57,574.58,237.37,40.71,75.43,229.86,2,Drought Stress
C0604,Cicer arietinum,Chickpea,Chana,Food Crop,Madhya Pradesh,Indian Agro-climate Zone,18,30,35,60,26.62,40.28,42.55,928.25,241.56,28.52,37.16,239.06,0,Normal
C0605,Solanum lycopersicum,Tomato,Tamatar,Horticulture Crop,Maharashtra,Indian Agro-climate Zone,20,30,50,80,23.77,87.06,72.74,915.43,47.1,21.81,91.07,39.31,0,Normal
C0606,Solanum tuberosum,Potato,Aloo,Food Crop,West Bengal,Indian Agro-climate Zone,15,25,60,80,21.22,49.99,61.11,565.45,126.18,21.29,50.56,133.65,0,Normal
C0607,Allium cepa,Onion,Pyaz,Horticulture Crop,Maharashtra,Indian Agro-climate Zone,13,25,45,70,13.16,76.68,36.6,1007.9,89.61,13.63,80.96,86.94,1,Light Stress
C0608,Mangifera indica,Mango,Aam,Horticulture Crop,Uttar Pradesh,Indian Agro-climate Zone,24,35,40,70,27.82,90.63,50.99,995.65,170.21,28.54,86.38,179.72,0,Normal
C0609,Musa acuminata,Banana,Kela,Horticulture Crop,Kerala,Indian Agro-climate Zone,25,35,70,90,34.79,43.05,82.48,1036.93,44.52,32.83,42.56,47.17,0,Normal
C0610,Gossypium hirsutum,Cotton,Kapas,Cash Crop,Maharashtra,Indian Agro-climate Zone,21,35,40,70,40.63,59.37,23.3,744.68,69.57,41.1,56.37,61.31,2,Drought Stress
C0611,Saccharum officinarum,Sugarcane,Ganna,Cash Crop,Uttar Pradesh,Indian Agro-climate Zone,20,35,65,85,40.63,80.95,44.79,998.22,86.28,40.61,78.17,89.44,2,Heat Stress
C0612,Camellia sinensis,Tea,Cha,Cash Crop,Assam,Indian Agro-climate Zone,18,30,70,90,37.42,72.39,47.81,775.98,29.35,36.57,68.59,35.46,2,Heat Stress
C0613,Coffea arabica,Coffee,Coffee,Cash Crop,Karnataka,Indian Agro-climate Zone,18,28,60,85,38.05,46.91,13.98,1006.87,180.48,37.07,47.97,170.95,2,Water Stress
C0614,Corchorus capsularis,Jute,Pat,Cash Crop,West Bengal,Indian Agro-climate Zone,24,35,60,85,25.5,30.18,78.36,617.13,97.4,26.91,26.43,92.5,0,Normal
C0615,Hevea brasiliensis,Rubber,Rubber,Cash Crop,Kerala,Indian Agro-climate Zone,25,35,70,90,40.02,84.47,5.25,1157.15,172.48,40.33,84.98,175.11,2,Water Stress
C0616,Withania somnifera,Ashwagandha,Ashwagandha,Medicinal Crop,Rajasthan,Indian Agro-climate Zone,20,35,30,60,46.96,60.27,12.61,626.59,147.72,45.5,59.24,156.66,2,Water Stress
C0617,Ocimum tenuiflorum,Tulsi,Tulsi,Medicinal Crop,Uttar Pradesh,Indian Agro-climate Zone,20,35,40,70,21.13,62.37,19.16,353.84,249.89,23.13,64.26,241.28,1,Moderate Drought
C0618,Aloe barbadensis,Aloe Vera,Gwarpatha,Medicinal Crop,Rajasthan,Indian Agro-climate Zone,20,35,30,60,29.15,89.93,57.82,875.32,150.59,27.81,93.28,145.08,0,Normal
C0619,Glycine max,Soybean,Soybean,Food Crop,Madhya Pradesh,Indian Agro-climate Zone,20,30,50,80,22.23,88.87,36.66,410.69,185.51,22.68,83.92,193.24,1,Light Stress
C0620,Arachis hypogaea,Groundnut,Moongfali,Food Crop,Gujarat,Indian Agro-climate Zone,25,35,40,70,31.98,86.88,19.12,573.32,133.31,32.77,82.92,130.05,1,Heat Stress
C0621,Brassica juncea,Mustard,Sarson,Cash Crop,Rajasthan,Indian Agro-climate Zone,10,25,35,60,21.94,84.48,49.73,373.58,178.88,21.08,84.07,168.99,0,Normal
C0622,Cucumis sativus,Cucumber,Kheera,Horticulture Crop,Karnataka,Indian Agro-climate Zone,20,30,60,80,40.75,47.13,5.4,679.26,248.84,42.66,45.63,238.96,2,Heat Stress
C0623,Capsicum annuum,Chilli,Mirch,Horticulture Crop,Andhra Pradesh,Indian Agro-climate Zone,20,32,50,75,24.93,75.68,28.14,1136.71,35.85,23.5,78.47,45.12,1,Light Stress
C0624,Abelmoschus esculentus,Okra,Bhindi,Horticulture Crop,Gujarat,Indian Agro-climate Zone,22,35,50,75,23.46,58.33,50.32,622.04,76.22,24.09,59.72,72.16,0,Normal
C0625,Oryza sativa,Rice,Dhan,Food Crop,West Bengal,Indian Agro-climate Zone,24,35,60,90,24.06,53.81,64.12,665.18,157.66,25.37,58.54,149.83,0,Normal
C0626,Triticum aestivum,Wheat,Gehu,Food Crop,Punjab,Indian Agro-climate Zone,15,30,40,70,19.27,88.67,47.78,509.49,169.08,20.34,88.21,173.02,0,Normal
C0627,Zea mays,Maize,Makka,Food Crop,Karnataka,Indian Agro-climate Zone,18,32,50,80,27.69,67.77,74.57,957.27,26.32,27.97,67.12,17.21,0,Normal
C0628,Pennisetum glaucum,Pearl Millet,Bajra,Food Crop,Rajasthan,Indian Agro-climate Zone,25,35,30,60,40.5,38.29,12.33,961.82,195.7,41.64,39.46,202.24,2,Heat Stress
C0629,Cicer arietinum,Chickpea,Chana,Food Crop,Madhya Pradesh,Indian Agro-climate Zone,18,30,35,60,40.44,41.71,12.81,762.25,135.01,39.38,37.94,138.5,2,Water Stress
C0630,Solanum lycopersicum,Tomato,Tamatar,Horticulture Crop,Maharashtra,Indian Agro-climate Zone,20,30,50,80,24.09,41.75,53.94,1000.83,179.64,23.42,39.43,173.56,0,Normal
C0631,Solanum tuberosum,Potato,Aloo,Food Crop,West Bengal,Indian Agro-climate Zone,15,25,60,80,23.23,77.83,71.79,707.68,134.12,22.2,76.71,128.26,0,Normal
C0632,Allium cepa,Onion,Pyaz,Horticulture Crop,Maharashtra,Indian Agro-climate Zone,13,25,45,70,26.68,33.16,46.57,878.12,223.03,25.47,33.91,226.56,1,Moderate Drought
C0633,Mangifera indica,Mango,Aam,Horticulture Crop,Uttar Pradesh,Indian Agro-climate Zone,24,35,40,70,34.46,47.05,51.36,818.12,38.48,33.72,47.7,42.22,0,Normal
C0634,Musa acuminata,Banana,Kela,Horticulture Crop,Kerala,Indian Agro-climate Zone,25,35,70,90,32.85,38.93,88.11,444.94,102.1,34.6,35.07,107.89,1,Light Stress
C0635,Gossypium hirsutum,Cotton,Kapas,Cash Crop,Maharashtra,Indian Agro-climate Zone,21,35,40,70,17.6,85.39,43.32,490.74,219.26,15.69,81.84,228.14,1,Light Stress
C0636,Saccharum officinarum,Sugarcane,Ganna,Cash Crop,Uttar Pradesh,Indian Agro-climate Zone,20,35,65,85,31.19,90.33,44.16,724.77,22.08,30.43,89.32,24.45,1,Light Stress
C0637,Camellia sinensis,Tea,Cha,Cash Crop,Assam,Indian Agro-climate Zone,18,30,70,90,19.91,72.81,77.83,995.0,203.76,21.01,75.68,203.58,0,Normal
C0638,Coffea arabica,Coffee,Coffee,Cash Crop,Karnataka,Indian Agro-climate Zone,18,28,60,85,35.92,42.35,28.95,944.59,6.29,36.21,38.59,5.73,2,Water Stress
C0639,Corchorus capsularis,Jute,Pat,Cash Crop,West Bengal,Indian Agro-climate Zone,24,35,60,85,42.39,89.48,11.06,297.53,137.09,41.37,84.81,137.71,2,Heat Stress
C0640,Hevea brasiliensis,Rubber,Rubber,Cash Crop,Kerala,Indian Agro-climate Zone,25,35,70,90,26.51,60.71,88.38,690.62,161.41,27.29,57.56,158.8,0,Normal
C0641,Withania somnifera,Ashwagandha,Ashwagandha,Medicinal Crop,Rajasthan,Indian Agro-climate Zone,20,35,30,60,26.04,80.41,58.41,390.81,234.41,25.69,84.81,235.97,0,Normal
C0642,Ocimum tenuiflorum,Tulsi,Tulsi,Medicinal Crop,Uttar Pradesh,Indian Agro-climate Zone,20,35,40,70,41.52,67.58,14.92,688.99,135.5,40.25,68.75,127.15,2,Drought Stress
C0643,Aloe barbadensis,Aloe Vera,Gwarpatha,Medicinal Crop,Rajasthan,Indian Agro-climate Zone,20,35,30,60,34.14,85.1,41.88,1078.85,28.81,35.47,89.37,29.06,0,Normal
C0644,Glycine max,Soybean,Soybean,Food Crop,Madhya Pradesh,Indian Agro-climate Zone,20,30,50,80,19.91,76.54,78.58,612.41,165.12,18.22,79.63,170.43,1,Heat Stress
C0645,Arachis hypogaea,Groundnut,Moongfali,Food Crop,Gujarat,Indian Agro-climate Zone,25,35,40,70,27.84,43.86,44.1,612.82,216.19,28.5,42.26,222.64,0,Normal
C0646,Brassica juncea,Mustard,Sarson,Cash Crop,Rajasthan,Indian Agro-climate Zone,10,25,35,60,30.77,58.88,15.89,780.33,217.89,31.95,62.34,215.53,2,Water Stress
C0647,Cucumis sativus,Cucumber,Kheera,Horticulture Crop,Karnataka,Indian Agro-climate Zone,20,30,60,80,38.61,61.06,39.68,662.63,38.93,39.15,59.73,42.25,2,Water Stress
C0648,Capsicum annuum,Chilli,Mirch,Horticulture Crop,Andhra Pradesh,Indian Agro-climate Zone,20,32,50,75,29.5,58.69,38.31,595.54,39.52,30.88,54.74,36.14,1,Light Stress
C0649,Abelmoschus esculentus,Okra,Bhindi,Horticulture Crop,Gujarat,Indian Agro-climate Zone,22,35,50,75,45.02,94.99,6.24,692.52,243.65,46.99,98.9,247.4,2,Water Stress
C0650,Oryza sativa,Rice,Dhan,Food Crop,West Bengal,Indian Agro-climate Zone,24,35,60,90,26.17,59.12,78.36,1175.21,52.09,25.76,56.17,61.07,0,Normal
C0651,Triticum aestivum,Wheat,Gehu,Food Crop,Punjab,Indian Agro-climate Zone,15,30,40,70,17.18,81.68,47.61,213.12,203.45,18.23,80.98,200.93,0,Normal
C0652,Zea mays,Maize,Makka,Food Crop,Karnataka,Indian Agro-climate Zone,18,32,50,80,16.9,85.94,52.26,575.03,139.75,16.9,90.74,136.51,1,Heat Stress
C0653,Pennisetum glaucum,Pearl Millet,Bajra,Food Crop,Rajasthan,Indian Agro-climate Zone,25,35,30,60,26.47,37.46,35.23,372.2,170.46,25.42,35.63,161.85,0,Normal
C0654,Cicer arietinum,Chickpea,Chana,Food Crop,Madhya Pradesh,Indian Agro-climate Zone,18,30,35,60,18.32,53.04,29.06,1030.61,16.38,17.63,50.55,19.74,1,Moderate Drought
C0655,Solanum lycopersicum,Tomato,Tamatar,Horticulture Crop,Maharashtra,Indian Agro-climate Zone,20,30,50,80,16.61,42.49,48.19,740.71,219.95,14.74,41.1,216.08,1,Moderate Drought
C0656,Solanum tuberosum,Potato,Aloo,Food Crop,West Bengal,Indian Agro-climate Zone,15,25,60,80,32.22,48.61,41.25,1053.74,143.05,33.91,46.29,142.83,2,Heat Stress
C0657,Allium cepa,Onion,Pyaz,Horticulture Crop,Maharashtra,Indian Agro-climate Zone,13,25,45,70,34.05,73.67,27.13,360.34,116.49,35.95,70.52,108.83,2,Drought Stress
C0658,Mangifera indica,Mango,Aam,Horticulture Crop,Uttar Pradesh,Indian Agro-climate Zone,24,35,40,70,39.11,51.16,16.32,1109.11,52.03,38.42,53.42,45.21,1,Light Stress
C0659,Musa acuminata,Banana,Kela,Horticulture Crop,Kerala,Indian Agro-climate Zone,25,35,70,90,37.39,81.7,78.67,918.54,77.39,35.94,77.79,84.74,1,Light Stress
C0660,Gossypium hirsutum,Cotton,Kapas,Cash Crop,Maharashtra,Indian Agro-climate Zone,21,35,40,70,20.38,49.65,38.73,208.24,245.99,18.99,52.5,255.5,1,Moderate Drought
C0661,Saccharum officinarum,Sugarcane,Ganna,Cash Crop,Uttar Pradesh,Indian Agro-climate Zone,20,35,65,85,25.72,57.21,66.91,557.97,51.97,25.84,57.0,61.52,0,Normal
C0662,Camellia sinensis,Tea,Cha,Cash Crop,Assam,Indian Agro-climate Zone,18,30,70,90,20.62,38.69,74.26,976.25,95.68,20.27,41.93,99.42,0,Normal
C0663,Coffea arabica,Coffee,Coffee,Cash Crop,Karnataka,Indian Agro-climate Zone,18,28,60,85,24.27,42.04,41.07,836.23,196.05,23.53,41.47,193.46,1,Heat Stress
C0664,Corchorus capsularis,Jute,Pat,Cash Crop,West Bengal,Indian Agro-climate Zone,24,35,60,85,27.7,92.55,84.86,772.7,104.54,27.39,90.59,113.98,1,Light Stress
C0665,Hevea brasiliensis,Rubber,Rubber,Cash Crop,Kerala,Indian Agro-climate Zone,25,35,70,90,20.49,36.18,83.01,1104.77,210.45,20.9,37.38,213.99,1,Heat Stress
C0666,Withania somnifera,Ashwagandha,Ashwagandha,Medicinal Crop,Rajasthan,Indian Agro-climate Zone,20,35,30,60,41.9,40.72,13.48,919.19,179.74,43.4,38.58,172.49,2,Water Stress
C0667,Ocimum tenuiflorum,Tulsi,Tulsi,Medicinal Crop,Uttar Pradesh,Indian Agro-climate Zone,20,35,40,70,17.18,46.06,22.45,335.32,131.38,15.23,45.87,128.64,1,Moderate Drought
C0668,Aloe barbadensis,Aloe Vera,Gwarpatha,Medicinal Crop,Rajasthan,Indian Agro-climate Zone,20,35,30,60,26.59,46.9,14.26,449.71,106.29,27.99,46.48,102.14,1,Light Stress
C0669,Glycine max,Soybean,Soybean,Food Crop,Madhya Pradesh,Indian Agro-climate Zone,20,30,50,80,16.46,54.39,50.34,633.3,12.21,17.85,55.66,19.23,1,Heat Stress
C0670,Arachis hypogaea,Groundnut,Moongfali,Food Crop,Gujarat,Indian Agro-climate Zone,25,35,40,70,33.12,66.26,57.43,737.16,202.92,31.85,69.45,200.18,0,Normal
C0671,Brassica juncea,Mustard,Sarson,Cash Crop,Rajasthan,Indian Agro-climate Zone,10,25,35,60,36.48,63.39,15.16,1114.4,89.02,37.0,59.79,92.51,2,Drought Stress
C0672,Cucumis sativus,Cucumber,Kheera,Horticulture Crop,Karnataka,Indian Agro-climate Zone,20,30,60,80,36.9,94.6,33.79,1094.33,229.21,38.05,94.9,223.38,2,Heat Stress
C0673,Capsicum annuum,Chilli,Mirch,Horticulture Crop,Andhra Pradesh,Indian Agro-climate Zone,20,32,50,75,43.67,75.52,17.65,1158.18,98.19,45.16,74.89,95.31,2,Drought Stress
C0674,Abelmoschus esculentus,Okra,Bhindi,Horticulture Crop,Gujarat,Indian Agro-climate Zone,22,35,50,75,23.02,55.51,38.03,353.74,117.74,22.48,52.55,121.31,1,Moderate Drought
